Time_s   F1_Hz   F2_Hz   F3_Hz   F4_Hz
1.308082   855.914157   1946.620235   3186.996661   4453.379371
1.314332   740.354107   1905.282826   2606.259485   3683.051168
1.320582   652.151379   1771.406630   2861.146387   3956.755216
1.326832   637.059465   1877.073060   2952.915066   3786.712867
1.333082   699.837684   1670.228509   2858.064633   3858.615771
1.339332   743.983581   1851.055770   2916.640623   3985.341463
1.345582   748.822412   2248.881835   2931.390895   4532.224529
1.351832   774.144072   1929.314561   2818.223070   4327.399985
1.358082   732.819313   1908.526076   2687.733100   3880.428240
1.364332   572.865693   1929.689782   2824.481304   4026.451445
1.370582   543.970102   1946.108456   3109.892541   4211.383334
